id_partida,ano_campeonato,Data,Mandante,Visitante,estado_mandante,estado_visitante,gols_mandante,gols_visitante,resultado_mandante,resultado_visitante,placar_status,Fase,tipo_fase,is_mata_mata,is_classico_estadual,total_gols,saldo_gols_mandante,saldo_gols_visitante,pontos_mandante,pontos_visitante
19367,2020,2020-11-14,Sport,Vasco,PE,RJ,0.0,2.0,D,V,NORMAL,R21,Pontos Corridos,False,False,2,-2,2,0,3
19368,2020,2020-11-14,Santos,Internacional,SP,RS,2.0,0.0,V,D,NORMAL,R21,Pontos Corridos,False,False,2,2,-2,3,0
19369,2020,2020-11-14,Goiás,Athletico Paranaense,GO,PR,0.0,1.0,D,V,NORMAL,R21,Pontos Corridos,False,False,1,-1,1,0,3
19370,2020,2020-11-14,Fortaleza,São Paulo,CE,SP,2.0,3.0,D,V,NORMAL,R21,Pontos Corridos,False,False,5,-1,1,0,3
19371,2020,2020-11-14,Corinthians,Atlético Mineiro,SP,MG,1.0,2.0,D,V,NORMAL,R21,Pontos Corridos,False,False,3,-1,1,0,3
19372,2020,2020-11-14,Grêmio,Ceará,RS,CE,4.0,2.0,V,D,NORMAL,R21,Pontos Corridos,False,False,6,2,-2,3,0
19373,2020,2020-11-14,Palmeiras,Fluminense,SP,RJ,2.0,0.0,V,D,NORMAL,R21,Pontos Corridos,False,False,2,2,-2,3,0
19374,2020,2020-11-14,Flamengo,Atlético Goianiense,RJ,GO,1.0,1.0,E,E,NORMAL,R21,Pontos Corridos,False,False,2,0,0,1,1
19375,2020,2020-11-16,Coritiba,Bahia,PR,BA,1.0,2.0,D,V,NORMAL,R21,Pontos Corridos,False,False,3,-1,1,0,3
19376,2020,2020-11-16,Botafogo,Red Bull Bragantino,RJ,SP,1.0,2.0,D,V,NORMAL,R21,Pontos Corridos,False,False,3,-1,1,0,3
19377,2020,2020-11-18,Atlético Mineiro,Athletico Paranaense,MG,PR,0.0,2.0,D,V,NORMAL,R6,Pontos Corridos,False,False,2,-2,2,0,3
19378,2020,2020-11-19,Vasco,Fortaleza,RJ,CE,0.0,0.0,E,E,NORMAL,R16,Pontos Corridos,False,False,0,0,0,1,1
19379,2020,2020-11-20,Red Bull Bragantino,Bahia,SP,BA,4.0,0.0,V,D,NORMAL,R22,Pontos Corridos,False,False,4,4,-4,3,0
19380,2020,2020-11-21,Athletico Paranaense,Santos,PR,SP,1.0,0.0,V,D,NORMAL,R22,Pontos Corridos,False,False,1,1,-1,3,0
19381,2020,2020-11-21,Flamengo,Coritiba,RJ,PR,3.0,1.0,V,D,NORMAL,R22,Pontos Corridos,False,False,4,2,-2,3,0
19382,2020,2020-11-21,Goiás,Palmeiras,GO,SP,1.0,0.0,V,D,NORMAL,R22,Pontos Corridos,False,False,1,1,-1,3,0
19383,2020,2020-11-22,São Paulo,Vasco,SP,RJ,1.0,1.0,E,E,NORMAL,R22,Pontos Corridos,False,False,2,0,0,1,1
19384,2020,2020-11-22,Ceará,Atlético Mineiro,CE,MG,2.0,2.0,E,E,NORMAL,R22,Pontos Corridos,False,False,4,0,0,1,1
19385,2020,2020-11-22,Internacional,Fluminense,RS,RJ,1.0,2.0,D,V,NORMAL,R22,Pontos Corridos,False,False,3,-1,1,0,3
19386,2020,2020-11-22,Botafogo,Fortaleza,RJ,CE,1.0,2.0,D,V,NORMAL,R22,Pontos Corridos,False,False,3,-1,1,0,3
19387,2020,2020-11-22,Corinthians,Grêmio,SP,RS,0.0,0.0,E,E,NORMAL,R22,Pontos Corridos,False,False,0,0,0,1,1
19388,2020,2020-11-23,Sport,Atlético Goianiense,PE,GO,0.0,1.0,D,V,NORMAL,R22,Pontos Corridos,False,False,1,-1,1,0,3
19389,2020,2020-11-25,Ceará,São Paulo,CE,SP,1.0,1.0,E,E,NORMAL,R16,Pontos Corridos,False,False,2,0,0,1,1
19390,2020,2020-11-25,Atlético Mineiro,Botafogo,MG,RJ,2.0,1.0,V,D,NORMAL,R23,Pontos Corridos,False,False,3,1,-1,3,0
19391,2020,2020-11-25,Coritiba,Corinthians,PR,SP,0.0,1.0,D,V,NORMAL,R23,Pontos Corridos,False,False,1,-1,1,0,3
19392,2020,2020-11-26,Fortaleza,Goiás,CE,GO,1.0,1.0,E,E,NORMAL,R23,Pontos Corridos,False,False,2,0,0,1,1
19393,2020,2020-11-28,Santos,Sport,SP,PE,4.0,2.0,V,D,NORMAL,R23,Pontos Corridos,False,False,6,2,-2,3,0
19394,2020,2020-11-28,Palmeiras,Athletico Paranaense,SP,PR,3.0,0.0,V,D,NORMAL,R23,Pontos Corridos,False,False,3,3,-3,3,0
19395,2020,2020-11-28,Bahia,São Paulo,BA,SP,1.0,3.0,D,V,NORMAL,R23,Pontos Corridos,False,False,4,-2,2,0,3
19396,2020,2020-11-28,Atlético Goianiense,Internacional,GO,RS,0.0,0.0,E,E,NORMAL,R23,Pontos Corridos,False,False,0,0,0,1,1
19397,2020,2020-11-30,Grêmio,Goiás,RS,GO,2.0,1.0,V,D,NORMAL,R6,Pontos Corridos,False,False,3,1,-1,3,0
19398,2020,2020-11-30,Vasco,Ceará,RJ,CE,1.0,4.0,D,V,NORMAL,R23,Pontos Corridos,False,False,5,-3,3,0,3
19399,2020,2020-11-30,Fluminense,Red Bull Bragantino,RJ,SP,0.0,0.0,E,E,NORMAL,R23,Pontos Corridos,False,False,0,0,0,1,1
19400,2020,2020-12-02,Fortaleza,Corinthians,CE,SP,0.0,0.0,E,E,NORMAL,R24,Pontos Corridos,False,False,0,0,0,1,1
19401,2020,2020-12-03,Goiás,São Paulo,GO,SP,0.0,3.0,D,V,NORMAL,R1,Pontos Corridos,False,False,3,-3,3,0,3
19402,2020,2020-12-05,Botafogo,Flamengo,RJ,RJ,0.0,1.0,D,V,NORMAL,R24,Pontos Corridos,False,True,1,-1,1,0,3
19403,2020,2020-12-05,Santos,Palmeiras,SP,SP,2.0,2.0,E,E,NORMAL,R24,Pontos Corridos,False,True,4,0,0,1,1
19404,2020,2020-12-05,Fluminense,Athletico Paranaense,RJ,PR,3.0,1.0,V,D,NORMAL,R24,Pontos Corridos,False,False,4,2,-2,3,0
19405,2020,2020-12-05,Bahia,Ceará,BA,CE,0.0,2.0,D,V,NORMAL,R24,Pontos Corridos,False,False,2,-2,2,0,3
19406,2020,2020-12-05,Coritiba,Red Bull Bragantino,PR,SP,0.0,0.0,E,E,NORMAL,R24,Pontos Corridos,False,False,0,0,0,1,1
19407,2020,2020-12-06,Grêmio,Vasco,RS,RJ,4.0,0.0,V,D,NORMAL,R24,Pontos Corridos,False,False,4,4,-4,3,0
19408,2020,2020-12-06,São Paulo,Sport,SP,PE,1.0,0.0,V,D,NORMAL,R24,Pontos Corridos,False,False,1,1,-1,3,0
19409,2020,2020-12-06,Atlético Mineiro,Internacional,MG,RS,2.0,2.0,E,E,NORMAL,R24,Pontos Corridos,False,False,4,0,0,1,1
19410,2020,2020-12-07,Atlético Goianiense,Goiás,GO,GO,0.0,1.0,D,V,NORMAL,R24,Pontos Corridos,False,True,1,-1,1,0,3
19411,2020,2020-12-09,São Paulo,Botafogo,SP,RJ,4.0,0.0,V,D,NORMAL,R18,Pontos Corridos,False,False,4,4,-4,3,0
19412,2020,2020-12-12,Athletico Paranaense,Atlético Mineiro,PR,MG,0.0,1.0,D,V,NORMAL,R25,Pontos Corridos,False,False,1,-1,1,0,3
19413,2020,2020-12-12,Red Bull Bragantino,Fortaleza,SP,CE,2.0,1.0,V,D,NORMAL,R25,Pontos Corridos,False,False,3,1,-1,3,0
19414,2020,2020-12-12,Internacional,Botafogo,RS,RJ,2.0,1.0,V,D,NORMAL,R25,Pontos Corridos,False,False,3,1,-1,3,0
19415,2020,2020-12-12,Palmeiras,Bahia,SP,BA,3.0,0.0,V,D,NORMAL,R25,Pontos Corridos,False,False,3,3,-3,3,0
19416,2020,2020-12-12,Goiás,Grêmio,GO,RS,0.0,0.0,E,E,NORMAL,R25,Pontos Corridos,False,False,0,0,0,1,1
19417,2020,2020-12-12,Ceará,Atlético Goianiense,CE,GO,1.0,2.0,D,V,NORMAL,R25,Pontos Corridos,False,False,3,-1,1,0,3
19418,2020,2020-12-13,Flamengo,Santos,RJ,SP,4.0,1.0,V,D,NORMAL,R25,Pontos Corridos,False,False,5,3,-3,3,0
19419,2020,2020-12-13,Corinthians,São Paulo,SP,SP,1.0,0.0,V,D,NORMAL,R25,Pontos Corridos,False,True,1,1,-1,3,0
19420,2020,2020-12-13,Sport,Coritiba,PE,PR,1.0,0.0,V,D,NORMAL,R25,Pontos Corridos,False,False,1,1,-1,3,0
19421,2020,2020-12-13,Vasco,Fluminense,RJ,RJ,1.0,1.0,E,E,NORMAL,R25,Pontos Corridos,False,True,2,0,0,1,1
19422,2020,2020-12-16,Atlético Goianiense,Fluminense,GO,RJ,2.0,1.0,V,D,NORMAL,R26,Pontos Corridos,False,False,3,1,-1,3,0
19423,2020,2020-12-16,São Paulo,Atlético Mineiro,SP,MG,3.0,0.0,V,D,NORMAL,R26,Pontos Corridos,False,False,3,3,-3,3,0
19424,2020,2020-12-19,Sport,Grêmio,PE,RS,1.0,1.0,E,E,NORMAL,R26,Pontos Corridos,False,False,2,0,0,1,1
19425,2020,2020-12-19,Coritiba,Botafogo,PR,RJ,1.0,2.0,D,V,NORMAL,R26,Pontos Corridos,False,False,3,-1,1,0,3
19426,2020,2020-12-19,Internacional,Palmeiras,RS,SP,2.0,0.0,V,D,NORMAL,R26,Pontos Corridos,False,False,2,2,-2,3,0
19427,2020,2020-12-20,Vasco,Santos,RJ,SP,1.0,0.0,V,D,NORMAL,R26,Pontos Corridos,False,False,1,1,-1,3,0
19428,2020,2020-12-20,Red Bull Bragantino,Athletico Paranaense,SP,PR,0.0,1.0,D,V,NORMAL,R26,Pontos Corridos,False,False,1,-1,1,0,3
19429,2020,2020-12-20,Flamengo,Bahia,RJ,BA,4.0,3.0,V,D,NORMAL,R26,Pontos Corridos,False,False,7,1,-1,3,0
19430,2020,2020-12-20,Fortaleza,Ceará,CE,CE,0.0,2.0,D,V,NORMAL,R26,Pontos Corridos,False,True,2,-2,2,0,3
19431,2020,2020-12-21,Corinthians,Goiás,SP,GO,2.0,1.0,V,D,NORMAL,R26,Pontos Corridos,False,False,3,1,-1,3,0
19432,2020,2020-12-26,Atlético Mineiro,Coritiba,MG,PR,2.0,0.0,V,D,NORMAL,R27,Pontos Corridos,False,False,2,2,-2,3,0
19433,2020,2020-12-26,Fortaleza,Flamengo,CE,RJ,0.0,0.0,E,E,NORMAL,R27,Pontos Corridos,False,False,0,0,0,1,1
19434,2020,2020-12-26,Goiás,Sport,GO,PE,1.0,0.0,V,D,NORMAL,R27,Pontos Corridos,False,False,1,1,-1,3,0
19435,2020,2020-12-26,Fluminense,São Paulo,RJ,SP,1.0,2.0,D,V,NORMAL,R27,Pontos Corridos,False,False,3,-1,1,0,3
19436,2020,2020-12-27,Botafogo,Corinthians,RJ,SP,0.0,2.0,D,V,NORMAL,R27,Pontos Corridos,False,False,2,-2,2,0,3
19437,2020,2020-12-27,Bahia,Internacional,BA,RS,1.0,2.0,D,V,NORMAL,R27,Pontos Corridos,False,False,3,-1,1,0,3
19438,2020,2020-12-27,Athletico Paranaense,Vasco,PR,RJ,3.0,0.0,V,D,NORMAL,R27,Pontos Corridos,False,False,3,3,-3,3,0
19439,2020,2020-12-27,Palmeiras,Red Bull Bragantino,SP,SP,1.0,0.0,V,D,NORMAL,R27,Pontos Corridos,False,True,1,1,-1,3,0
19440,2020,2020-12-27,Santos,Ceará,SP,CE,1.0,1.0,E,E,NORMAL,R27,Pontos Corridos,False,False,2,0,0,1,1
19441,2020,2020-12-27,Grêmio,Atlético Goianiense,RS,GO,2.0,1.0,V,D,NORMAL,R27,Pontos Corridos,False,False,3,1,-1,3,0
19442,2020,2021-01-06,Grêmio,Bahia,RS,BA,2.0,1.0,V,D,NORMAL,R28,Pontos Corridos,False,False,3,1,-1,3,0
19443,2020,2021-01-06,Botafogo,Athletico Paranaense,RJ,PR,0.0,2.0,D,V,NORMAL,R28,Pontos Corridos,False,False,2,-2,2,0,3
19444,2020,2021-01-06,Sport,Fortaleza,PE,CE,1.0,0.0,V,D,NORMAL,R28,Pontos Corridos,False,False,1,1,-1,3,0
19445,2020,2021-01-06,Coritiba,Goiás,PR,GO,1.0,2.0,D,V,NORMAL,R28,Pontos Corridos,False,False,3,-1,1,0,3
19446,2020,2021-01-06,Flamengo,Fluminense,RJ,RJ,1.0,2.0,D,V,NORMAL,R28,Pontos Corridos,False,True,3,-1,1,0,3
19447,2020,2021-01-06,Red Bull Bragantino,São Paulo,SP,SP,4.0,2.0,V,D,NORMAL,R28,Pontos Corridos,False,True,6,2,-2,3,0
19448,2020,2021-01-07,Ceará,Internacional,CE,RS,0.0,2.0,D,V,NORMAL,R28,Pontos Corridos,False,False,2,-2,2,0,3
19449,2020,2021-01-07,Atlético Goianiense,Vasco,GO,RJ,0.0,0.0,E,E,NORMAL,R28,Pontos Corridos,False,False,0,0,0,1,1
19450,2020,2021-01-09,Sport,Palmeiras,PE,SP,0.0,1.0,D,V,NORMAL,R29,Pontos Corridos,False,False,1,-1,1,0,3
19451,2020,2021-01-09,Coritiba,Athletico Paranaense,PR,PR,0.0,0.0,E,E,NORMAL,R29,Pontos Corridos,False,True,0,0,0,1,1
19452,2020,2021-01-09,Fortaleza,Grêmio,CE,RS,0.0,0.0,E,E,NORMAL,R29,Pontos Corridos,False,False,0,0,0,1,1
19453,2020,2021-01-10,São Paulo,Santos,SP,SP,0.0,1.0,D,V,NORMAL,R29,Pontos Corridos,False,True,1,-1,1,0,3
19454,2020,2021-01-10,Flamengo,Ceará,RJ,CE,0.0,2.0,D,V,NORMAL,R29,Pontos Corridos,False,False,2,-2,2,0,3
19455,2020,2021-01-10,Atlético Goianiense,Bahia,GO,BA,1.0,1.0,E,E,NORMAL,R29,Pontos Corridos,False,False,2,0,0,1,1
19456,2020,2021-01-10,Internacional,Goiás,RS,GO,1.0,0.0,V,D,NORMAL,R29,Pontos Corridos,False,False,1,1,-1,3,0
19457,2020,2021-01-10,Vasco,Botafogo,RJ,RJ,3.0,0.0,V,D,NORMAL,R29,Pontos Corridos,False,True,3,3,-3,3,0
19458,2020,2021-01-11,Red Bull Bragantino,Atlético Mineiro,SP,MG,2.0,2.0,E,E,NORMAL,R29,Pontos Corridos,False,False,4,0,0,1,1
19459,2020,2021-01-13,Corinthians,Fluminense,SP,RJ,5.0,0.0,V,D,NORMAL,R29,Pontos Corridos,False,False,5,5,-5,3,0
19460,2020,2021-01-15,Palmeiras,Grêmio,SP,RS,1.0,1.0,E,E,NORMAL,R30,Pontos Corridos,False,False,2,0,0,1,1
19461,2020,2021-01-16,Fluminense,Sport,RJ,PE,1.0,0.0,V,D,NORMAL,R30,Pontos Corridos,False,False,1,1,-1,3,0
19462,2020,2021-01-16,Vasco,Coritiba,RJ,PR,0.0,1.0,D,V,NORMAL,R30,Pontos Corridos,False,False,1,-1,1,0,3
19463,2020,2021-01-17,Santos,Botafogo,SP,RJ,2.0,1.0,V,D,NORMAL,R30,Pontos Corridos,False,False,3,1,-1,3,0
19464,2020,2021-01-17,Athletico Paranaense,São Paulo,PR,SP,1.0,1.0,E,E,NORMAL,R30,Pontos Corridos,False,False,2,0,0,1,1
19465,2020,2021-01-17,Atlético Mineiro,Atlético Goianiense,MG,GO,3.0,1.0,V,D,NORMAL,R30,Pontos Corridos,False,False,4,2,-2,3,0
19466,2020,2021-01-17,Ceará,Red Bull Bragantino,CE,SP,1.0,2.0,D,V,NORMAL,R30,Pontos Corridos,False,False,3,-1,1,0,3
19467,2020,2021-01-17,Internacional,Fortaleza,RS,CE,4.0,2.0,V,D,NORMAL,R30,Pontos Corridos,False,False,6,2,-2,3,0
19468,2020,2021-01-18,Palmeiras,Corinthians,SP,SP,4.0,0.0,V,D,NORMAL,R28,Pontos Corridos,False,True,4,4,-4,3,0
19469,2020,2021-01-18,Goiás,Flamengo,GO,RJ,0.0,3.0,D,V,NORMAL,R30,Pontos Corridos,False,False,3,-3,3,0,3
19470,2020,2021-01-20,Botafogo,Atlético Goianiense,RJ,GO,1.0,3.0,D,V,NORMAL,R31,Pontos Corridos,False,False,4,-2,2,0,3
19471,2020,2021-01-20,Bahia,Athletico Paranaense,BA,PR,1.0,0.0,V,D,NORMAL,R31,Pontos Corridos,False,False,1,1,-1,3,0
19472,2020,2021-01-20,Grêmio,Atlético Mineiro,RS,MG,1.0,1.0,E,E,NORMAL,R31,Pontos Corridos,False,False,2,0,0,1,1
19473,2020,2021-01-20,Coritiba,Fluminense,PR,RJ,3.0,3.0,E,E,NORMAL,R31,Pontos Corridos,False,False,6,0,0,1,1
19474,2020,2021-01-20,Red Bull Bragantino,Vasco,SP,RJ,4.0,1.0,V,D,NORMAL,R31,Pontos Corridos,False,False,5,3,-3,3,0
19475,2020,2021-01-20,São Paulo,Internacional,SP,RS,1.0,5.0,D,V,NORMAL,R31,Pontos Corridos,False,False,6,-4,4,0,3
19476,2020,2021-01-21,Flamengo,Palmeiras,RJ,SP,2.0,0.0,V,D,NORMAL,R31,Pontos Corridos,False,False,2,2,-2,3,0
19477,2020,2021-01-21,Fortaleza,Santos,CE,SP,2.0,0.0,V,D,NORMAL,R31,Pontos Corridos,False,False,2,2,-2,3,0
19478,2020,2021-01-21,Goiás,Ceará,GO,CE,0.0,4.0,D,V,NORMAL,R31,Pontos Corridos,False,False,4,-4,4,0,3
19479,2020,2021-01-21,Corinthians,Sport,SP,PE,3.0,0.0,V,D,NORMAL,R31,Pontos Corridos,False,False,3,3,-3,3,0
19480,2020,2021-01-23,São Paulo,Coritiba,SP,PR,1.0,1.0,E,E,NORMAL,R32,Pontos Corridos,False,False,2,0,0,1,1
19481,2020,2021-01-23,Vasco,Atlético Mineiro,RJ,MG,3.0,2.0,V,D,NORMAL,R32,Pontos Corridos,False,False,5,1,-1,3,0
19482,2020,2021-01-24,Athletico Paranaense,Flamengo,PR,RJ,2.0,1.0,V,D,NORMAL,R32,Pontos Corridos,False,False,3,1,-1,3,0
19483,2020,2021-01-24,Ceará,Palmeiras,CE,SP,2.0,1.0,V,D,NORMAL,R32,Pontos Corridos,False,False,3,1,-1,3,0
19484,2020,2021-01-24,Internacional,Grêmio,RS,RS,2.0,1.0,V,D,NORMAL,R32,Pontos Corridos,False,True,3,1,-1,3,0
19485,2020,2021-01-24,Sport,Bahia,PE,BA,2.0,0.0,V,D,NORMAL,R32,Pontos Corridos,False,False,2,2,-2,3,0
19486,2020,2021-01-24,Atlético Goianiense,Fortaleza,GO,CE,2.0,0.0,V,D,NORMAL,R32,Pontos Corridos,False,False,2,2,-2,3,0
19487,2020,2021-01-24,Santos,Goiás,SP,GO,3.0,4.0,D,V,NORMAL,R32,Pontos Corridos,False,False,7,-1,1,0,3
19488,2020,2021-01-24,Fluminense,Botafogo,RJ,RJ,2.0,0.0,V,D,NORMAL,R32,Pontos Corridos,False,True,2,2,-2,3,0
19489,2020,2021-01-25,Corinthians,Red Bull Bragantino,SP,SP,0.0,2.0,D,V,NORMAL,R32,Pontos Corridos,False,True,2,-2,2,0,3
19490,2020,2021-01-26,Palmeiras,Vasco,SP,RJ,1.0,1.0,E,E,NORMAL,R1,Pontos Corridos,False,False,2,0,0,1,1
19491,2020,2021-01-26,Atlético Mineiro,Santos,MG,SP,2.0,0.0,V,D,NORMAL,R28,Pontos Corridos,False,False,2,2,-2,3,0
19492,2020,2021-01-28,Bahia,Corinthians,BA,SP,2.0,1.0,V,D,NORMAL,R30,Pontos Corridos,False,False,3,1,-1,3,0
19493,2020,2021-01-28,Grêmio,Flamengo,RS,RJ,2.0,4.0,D,V,NORMAL,R23,Pontos Corridos,False,False,6,-2,2,0,3
19494,2020,2021-01-31,Atlético Goianiense,São Paulo,GO,SP,2.0,1.0,V,D,NORMAL,R33,Pontos Corridos,False,False,3,1,-1,3,0
19495,2020,2021-01-31,Coritiba,Grêmio,PR,RS,1.0,1.0,E,E,NORMAL,R33,Pontos Corridos,False,False,2,0,0,1,1
19496,2020,2021-01-31,Vasco,Bahia,RJ,BA,0.0,0.0,E,E,NORMAL,R33,Pontos Corridos,False,False,0,0,0,1,1
19497,2020,2021-01-31,Ceará,Athletico Paranaense,CE,PR,0.0,2.0,D,V,NORMAL,R33,Pontos Corridos,False,False,2,-2,2,0,3
19498,2020,2021-01-31,Atlético Mineiro,Fortaleza,MG,CE,2.0,0.0,V,D,NORMAL,R33,Pontos Corridos,False,False,2,2,-2,3,0
19499,2020,2021-01-31,Internacional,Red Bull Bragantino,RS,SP,2.0,1.0,V,D,NORMAL,R33,Pontos Corridos,False,False,3,1,-1,3,0
19500,2020,2021-01-31,Fluminense,Goiás,RJ,GO,3.0,0.0,V,D,NORMAL,R33,Pontos Corridos,False,False,3,3,-3,3,0
19501,2020,2021-02-01,Sport,Flamengo,PE,RJ,0.0,3.0,D,V,NORMAL,R33,Pontos Corridos,False,False,3,-3,3,0,3
19502,2020,2021-02-02,Palmeiras,Botafogo,SP,RJ,1.0,1.0,E,E,NORMAL,R33,Pontos Corridos,False,False,2,0,0,1,1
19503,2020,2021-02-03,Grêmio,Santos,RS,SP,3.0,3.0,E,E,NORMAL,R34,Pontos Corridos,False,False,6,0,0,1,1
19504,2020,2021-02-03,Red Bull Bragantino,Atlético Goianiense,SP,GO,2.0,0.0,V,D,NORMAL,R34,Pontos Corridos,False,False,2,2,-2,3,0
19505,2020,2021-02-03,Bahia,Fluminense,BA,RJ,0.0,1.0,D,V,NORMAL,R34,Pontos Corridos,False,False,1,-1,1,0,3
19506,2020,2021-02-03,Goiás,Atlético Mineiro,GO,MG,1.0,0.0,V,D,NORMAL,R34,Pontos Corridos,False,False,1,1,-1,3,0
19507,2020,2021-02-03,Corinthians,Ceará,SP,CE,2.0,1.0,V,D,NORMAL,R34,Pontos Corridos,False,False,3,1,-1,3,0
19508,2020,2021-02-04,Fortaleza,Coritiba,CE,PR,3.0,1.0,V,D,NORMAL,R34,Pontos Corridos,False,False,4,2,-2,3,0
19509,2020,2021-02-04,Flamengo,Vasco,RJ,RJ,2.0,0.0,V,D,NORMAL,R34,Pontos Corridos,False,True,2,2,-2,3,0
19510,2020,2021-02-04,Athletico Paranaense,Internacional,PR,RS,0.0,0.0,E,E,NORMAL,R34,Pontos Corridos,False,False,0,0,0,1,1
19511,2020,2021-02-05,Botafogo,Sport,RJ,PE,0.0,1.0,D,V,NORMAL,R34,Pontos Corridos,False,False,1,-1,1,0,3
19512,2020,2021-02-06,Bahia,Goiás,BA,GO,3.0,3.0,E,E,NORMAL,R35,Pontos Corridos,False,False,6,0,0,1,1
19513,2020,2021-02-06,Atlético Goianiense,Santos,GO,SP,1.0,1.0,E,E,NORMAL,R35,Pontos Corridos,False,False,2,0,0,1,1
19514,2020,2021-02-07,Red Bull Bragantino,Flamengo,SP,RJ,1.0,1.0,E,E,NORMAL,R35,Pontos Corridos,False,False,2,0,0,1,1
19515,2020,2021-02-08,Botafogo,Grêmio,RJ,RS,2.0,5.0,D,V,NORMAL,R35,Pontos Corridos,False,False,7,-3,3,0,3
19516,2020,2021-02-10,Internacional,Sport,RS,PE,1.0,2.0,D,V,NORMAL,R35,Pontos Corridos,False,False,3,-1,1,0,3
19517,2020,2021-02-10,Fortaleza,Vasco,CE,RJ,3.0,0.0,V,D,NORMAL,R35,Pontos Corridos,False,False,3,3,-3,3,0
19518,2020,2021-02-10,São Paulo,Ceará,SP,CE,1.0,1.0,E,E,NORMAL,R35,Pontos Corridos,False,False,2,0,0,1,1
19519,2020,2021-02-10,Fluminense,Atlético Mineiro,RJ,MG,0.0,0.0,E,E,NORMAL,R35,Pontos Corridos,False,False,0,0,0,1,1
19520,2020,2021-02-10,Corinthians,Athletico Paranaense,SP,PR,3.0,3.0,E,E,NORMAL,R35,Pontos Corridos,False,False,6,0,0,1,1
19521,2020,2021-02-13,Goiás,Botafogo,GO,RJ,2.0,0.0,V,D,NORMAL,R36,Pontos Corridos,False,False,2,2,-2,3,0
19522,2020,2021-02-13,Atlético Mineiro,Bahia,MG,BA,1.0,1.0,E,E,NORMAL,R36,Pontos Corridos,False,False,2,0,0,1,1
19523,2020,2021-02-13,Santos,Coritiba,SP,PR,2.0,0.0,V,D,NORMAL,R36,Pontos Corridos,False,False,2,2,-2,3,0
19524,2020,2021-02-14,Flamengo,Corinthians,RJ,SP,2.0,1.0,V,D,NORMAL,R36,Pontos Corridos,False,False,3,1,-1,3,0
19525,2020,2021-02-14,Vasco,Internacional,RJ,RS,0.0,2.0,D,V,NORMAL,R36,Pontos Corridos,False,False,2,-2,2,0,3
19526,2020,2021-02-14,Palmeiras,Fortaleza,SP,CE,3.0,0.0,V,D,NORMAL,R36,Pontos Corridos,False,False,3,3,-3,3,0
19527,2020,2021-02-14,Athletico Paranaense,Atlético Goianiense,PR,GO,2.0,1.0,V,D,NORMAL,R36,Pontos Corridos,False,False,3,1,-1,3,0
19528,2020,2021-02-14,Grêmio,São Paulo,RS,SP,1.0,2.0,D,V,NORMAL,R36,Pontos Corridos,False,False,3,-1,1,0,3
19529,2020,2021-02-15,Ceará,Fluminense,CE,RJ,1.0,3.0,D,V,NORMAL,R36,Pontos Corridos,False,False,4,-2,2,0,3
19530,2020,2021-02-15,Sport,Red Bull Bragantino,PE,SP,0.0,0.0,E,E,NORMAL,R36,Pontos Corridos,False,False,0,0,0,1,1
19531,2020,2021-02-17,Santos,Corinthians,SP,SP,1.0,0.0,V,D,NORMAL,R33,Pontos Corridos,False,True,1,1,-1,3,0
19532,2020,2021-02-17,Coritiba,Palmeiras,PR,SP,1.0,0.0,V,D,NORMAL,R35,Pontos Corridos,False,False,1,1,-1,3,0
19533,2020,2021-02-19,São Paulo,Palmeiras,SP,SP,1.0,1.0,E,E,NORMAL,R34,Pontos Corridos,False,True,2,0,0,1,1
19534,2020,2021-02-20,Coritiba,Ceará,PR,CE,0.0,2.0,D,V,NORMAL,R37,Pontos Corridos,False,False,2,-2,2,0,3
19535,2020,2021-02-20,Fortaleza,Bahia,CE,BA,0.0,4.0,D,V,NORMAL,R37,Pontos Corridos,False,False,4,-4,4,0,3
19536,2020,2021-02-21,Corinthians,Vasco,SP,RJ,0.0,0.0,E,E,NORMAL,R37,Pontos Corridos,False,False,0,0,0,1,1
19537,2020,2021-02-21,Sport,Atlético Mineiro,PE,MG,2.0,3.0,D,V,NORMAL,R37,Pontos Corridos,False,False,5,-1,1,0,3
19538,2020,2021-02-21,Flamengo,Internacional,RJ,RS,2.0,1.0,V,D,NORMAL,R37,Pontos Corridos,False,False,3,1,-1,3,0
19539,2020,2021-02-21,Santos,Fluminense,SP,RJ,1.0,1.0,E,E,NORMAL,R37,Pontos Corridos,False,False,2,0,0,1,1
19540,2020,2021-02-21,Grêmio,Athletico Paranaense,RS,PR,1.0,0.0,V,D,NORMAL,R37,Pontos Corridos,False,False,1,1,-1,3,0
19541,2020,2021-02-21,Goiás,Red Bull Bragantino,GO,SP,0.0,0.0,E,E,NORMAL,R37,Pontos Corridos,False,False,0,0,0,1,1
19542,2020,2021-02-22,Palmeiras,Atlético Goianiense,SP,GO,1.0,1.0,E,E,NORMAL,R37,Pontos Corridos,False,False,2,0,0,1,1
19543,2020,2021-02-22,Botafogo,São Paulo,RJ,SP,1.0,0.0,V,D,NORMAL,R37,Pontos Corridos,False,False,1,1,-1,3,0
19544,2020,2021-02-25,São Paulo,Flamengo,SP,RJ,2.0,1.0,V,D,NORMAL,R38,Pontos Corridos,False,False,3,1,-1,3,0
19545,2020,2021-02-25,Ceará,Botafogo,CE,RJ,2.0,1.0,V,D,NORMAL,R38,Pontos Corridos,False,False,3,1,-1,3,0
